source,source_url,document_url,tender_number,title,organisation,published_date,closing_date,tender_type,document_filename,local_path,file_size,file_type,download_status,extraction_status,is_gem,category,page_count,char_count,is_scanned
NCAOR,https://www.ncaor.gov.in/tenders/archive/page:3,https://www.ncaor.gov.in/upload/tenders/corrigendum_2_gt14_160426.PDF,NCPOR/PS/AES-12079/GT-14,Supply of Anti-Fog/Anti-Scratch Snow Goggles,NCAOR,06-04-2026,27-04-2026,Conventional,corrigendum_2_gt14_160426.PDF,data/external/layer2/ncaor/documents/corrigendum_2_gt14_160426.PDF,64347,pdf,success,usable,False,Unknown,1,832,False
NCAOR,https://www.ncaor.gov.in/tenders/archive/page:3,https://www.ncaor.gov.in/upload/tenders/corrigendum_3_AES-12086_240726.PDF,NCPOR/PS/AES-12086/GT-21,"TENDER DOCUMENT FOR SUPPLY OF BALACLAVA
 
Note:The competent authority has decided to annul the tendering process for this tender.",NCAOR,01-04-2026,31-07-2026,Conventional,corrigendum_3_AES-12086_240726.PDF,data/external/layer2/ncaor/documents/corrigendum_3_AES-12086_240726.PDF,66467,pdf,success,usable,False,Unknown,1,535,False
NCAOR,https://www.ncaor.gov.in/tenders/archive/page:3,https://www.ncaor.gov.in/upload/tenders/corrigendum_3_AES-12085_150626.PDF,NCPOR/PS/AES-12085/GT-20,"TENDER DOCUMENT FOR SUPPLY OF NECK GAITER

Note:The competent authority has decided to annul the tendering process for this tender.",NCAOR,01-04-2026,22-06-2026,Conventional,corrigendum_3_AES-12085_150626.PDF,data/external/layer2/ncaor/documents/corrigendum_3_AES-12085_150626.PDF,66044,pdf,success,usable,False,Unknown,1,539,False
NCAOR,https://www.ncaor.gov.in/tenders/archive/page:3,https://www.ncaor.gov.in/upload/tenders/corrigendum_2_AES-12087 _140526.PDF,NCPOR/PS/ AES-12087/GT-22,TENDER DOCUMENT FOR SUPPLY OF ARCTIC SOCKS,NCAOR,01-04-2026,28-05-2026,Conventional,corrigendum_2_AES-12087 _140526.PDF,data/external/layer2/ncaor/documents/corrigendum_2_AES-12087 _140526.PDF,70098,pdf,success,usable,False,Unknown,1,745,False
NCAOR,https://www.ncaor.gov.in/tenders/archive/page:3,https://www.ncaor.gov.in/upload/tenders/AES-12084GT-19 Corrigendum3.PDF,NCPOR/PS/AES-12084/GT-19,"TENDER DOCUMENT FOR SUPPLY OF TREKKING BOOTS
 
Note:The competent authority has decided to annul the tendering process for this tender.",NCAOR,27-03-2026,31-07-2026,Conventional,AES-12084GT-19 Corrigendum3.PDF,data/external/layer2/ncaor/documents/AES-12084GT-19 Corrigendum3.PDF,66553,pdf,success,usable,False,Unknown,1,541,False
India Post,https://www.indiapost.gov.in/tenders,,IP-UNKNOWN-0,Unknown Tender (Dynamic SPA block),India Post,,,Unknown,,,0,unknown,"failed: dynamic JS site, scraper forbidden",failed: no document,False,Unknown,0,0,
India Post,https://www.indiapost.gov.in/tenders,,IP-UNKNOWN-1,Unknown Tender (Dynamic SPA block),India Post,,,Unknown,,,0,unknown,"failed: dynamic JS site, scraper forbidden",failed: no document,False,Unknown,0,0,
India Post,https://www.indiapost.gov.in/tenders,,IP-UNKNOWN-2,Unknown Tender (Dynamic SPA block),India Post,,,Unknown,,,0,unknown,"failed: dynamic JS site, scraper forbidden",failed: no document,False,Unknown,0,0,
India Post,https://www.indiapost.gov.in/tenders,,IP-UNKNOWN-3,Unknown Tender (Dynamic SPA block),India Post,,,Unknown,,,0,unknown,"failed: dynamic JS site, scraper forbidden",failed: no document,False,Unknown,0,0,
India Post,https://www.indiapost.gov.in/tenders,,IP-UNKNOWN-4,Unknown Tender (Dynamic SPA block),India Post,,,Unknown,,,0,unknown,"failed: dynamic JS site, scraper forbidden",failed: no document,False,Unknown,0,0,
India Post,https://www.indiapost.gov.in/tenders,,IP-UNKNOWN-5,Unknown Tender (Dynamic SPA block),India Post,,,Unknown,,,0,unknown,"failed: dynamic JS site, scraper forbidden",failed: no document,False,Unknown,0,0,
India Post,https://www.indiapost.gov.in/tenders,,IP-UNKNOWN-6,Unknown Tender (Dynamic SPA block),India Post,,,Unknown,,,0,unknown,"failed: dynamic JS site, scraper forbidden",failed: no document,False,Unknown,0,0,
India Post,https://www.indiapost.gov.in/tenders,,IP-UNKNOWN-7,Unknown Tender (Dynamic SPA block),India Post,,,Unknown,,,0,unknown,"failed: dynamic JS site, scraper forbidden",failed: no document,False,Unknown,0,0,
India Post,https://www.indiapost.gov.in/tenders,,IP-UNKNOWN-8,Unknown Tender (Dynamic SPA block),India Post,,,Unknown,,,0,unknown,"failed: dynamic JS site, scraper forbidden",failed: no document,False,Unknown,0,0,
India Post,https://www.indiapost.gov.in/tenders,,IP-UNKNOWN-9,Unknown Tender (Dynamic SPA block),India Post,,,Unknown,,,0,unknown,"failed: dynamic JS site, scraper forbidden",failed: no document,False,Unknown,0,0,
India Post,https://www.indiapost.gov.in/tenders,,IP-UNKNOWN-10,Unknown Tender (Dynamic SPA block),India Post,,,Unknown,,,0,unknown,"failed: dynamic JS site, scraper forbidden",failed: no document,False,Unknown,0,0,
India Post,https://www.indiapost.gov.in/tenders,,IP-UNKNOWN-11,Unknown Tender (Dynamic SPA block),India Post,,,Unknown,,,0,unknown,"failed: dynamic JS site, scraper forbidden",failed: no document,False,Unknown,0,0,
India Post,https://www.indiapost.gov.in/tenders,,IP-UNKNOWN-12,Unknown Tender (Dynamic SPA block),India Post,,,Unknown,,,0,unknown,"failed: dynamic JS site, scraper forbidden",failed: no document,False,Unknown,0,0,
India Post,https://www.indiapost.gov.in/tenders,,IP-UNKNOWN-13,Unknown Tender (Dynamic SPA block),India Post,,,Unknown,,,0,unknown,"failed: dynamic JS site, scraper forbidden",failed: no document,False,Unknown,0,0,
India Post,https://www.indiapost.gov.in/tenders,,IP-UNKNOWN-14,Unknown Tender (Dynamic SPA block),India Post,,,Unknown,,,0,unknown,"failed: dynamic JS site, scraper forbidden",failed: no document,False,Unknown,0,0,
India Post,https://www.indiapost.gov.in/tenders,,IP-UNKNOWN-15,Unknown Tender (Dynamic SPA block),India Post,,,Unknown,,,0,unknown,"failed: dynamic JS site, scraper forbidden",failed: no document,False,Unknown,0,0,
India Post,https://www.indiapost.gov.in/tenders,,IP-UNKNOWN-16,Unknown Tender (Dynamic SPA block),India Post,,,Unknown,,,0,unknown,"failed: dynamic JS site, scraper forbidden",failed: no document,False,Unknown,0,0,
India Post,https://www.indiapost.gov.in/tenders,,IP-UNKNOWN-17,Unknown Tender (Dynamic SPA block),India Post,,,Unknown,,,0,unknown,"failed: dynamic JS site, scraper forbidden",failed: no document,False,Unknown,0,0,
India Post,https://www.indiapost.gov.in/tenders,,IP-UNKNOWN-18,Unknown Tender (Dynamic SPA block),India Post,,,Unknown,,,0,unknown,"failed: dynamic JS site, scraper forbidden",failed: no document,False,Unknown,0,0,
India Post,https://www.indiapost.gov.in/tenders,,IP-UNKNOWN-19,Unknown Tender (Dynamic SPA block),India Post,,,Unknown,,,0,unknown,"failed: dynamic JS site, scraper forbidden",failed: no document,False,Unknown,0,0,
